2026-07-30 20:36:16,562 | api | INFO | Compiling workflow graph...
2026-07-31 19:38:10,761 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:38:10,761 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:38:10,761 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:38:10,761 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:38:10,761 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:38:10,761 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:38:10,761 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:38:10,761 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:38:10,761 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:38:10,761 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:38:10,761 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:38:10,761 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:38:10,764 | api | INFO | Workflow graph compiled successfully.
2026-07-31 19:38:10,766 | api | INFO | Starting up FastAPI application...
2026-07-31 19:38:10,766 | api | INFO | Initializing database tables if not existing...
2026-07-31 19:38:10,768 | api | INFO | Database tables and columns initialized successfully.
2026-07-31 19:38:19,152 | api | INFO | API: POST /upload called for filename: 'README.md'
2026-07-31 19:38:19,152 | api | INFO | Saved upload to /Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/README.md
2026-07-31 19:38:19,152 | api | WARNING | Standard load_document failed for README.md: Unsupported file type: .md. Trying fallback loader.
2026-07-31 19:38:19,991 | api | INFO | InMemoryVectorStore indexing completed for README.md
2026-07-31 19:38:28,855 | api | ERROR | Document upload/indexing failed: (sqlite3.IntegrityError) NOT NULL constraint failed: uploaded_documents.filepath
[SQL: INSERT INTO uploaded_documents (filename, title, summary, short_summary, detailed_summary, bullet_summary, mindmap_code, flowchart_code, chunk_count, file_path, created_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: ('README.md', '**Title: Modular Multi-Agent Research Workflow System**', 'The Multi-Agent Research System is a modular workflow that leverages LangGraph, LangChain, and SQLAlchemy to conduct comprehensive market research th ... (99 characters truncated) ... based on quality checks. The system stores reports and metadata in a local SQLite database, allowing for easy querying and export to Markdown format.', 'The Multi-Agent Research System is a modular workflow that leverages LangGraph, LangChain, and SQLAlchemy to conduct comprehensive market research th ... (99 characters truncated) ... based on quality checks. The system stores reports and metadata in a local SQLite database, allowing for easy querying and export to Markdown format.', "The Multi-Agent Research System is a sophisticated modular research workflow designed to streamline the process of gathering and synthesizing informa ... (2091 characters truncated) ... intenance of the underlying dependencies and libraries will ensure that the system remains robust and capable of adapting to evolving research needs.", '- The Multi-Agent Research System employs a modular workflow using LangGraph, LangChain, and SQLAlchemy to conduct market research and synthesize fin ... (722 characters truncated) ... ith research workflows.\n- Users can initiate new research topics, review past research history, and manage their sessions through the CLI interface.', 'graph TD\n    "Multi-Agent Research System" --> "Modular Research Workflow"\n    "Modular Research Workflow" --> "LangGraph"\n    "Modular Research W ... (1466 characters truncated) ...  Entrypoint" --> "Start New Research Workflow"\n    "Start New Research Workflow" --> "View Research History"\n    "View Research History" --> "Exit"', 'graph LR\n    START["Start"] --> Split["Splitter Agent"]\n    \n    subgraph Parallel Research\n        Split --> R1["Market Analyst"]\n        Split ... (321 characters truncated) ... erations Maxed" --> End["End & Save to DB"]\n    Router -- "Score < Target & Iterations Left" --> Imp["Improve Report Agent"]\n    \n    Imp --> Qual', 4, '/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/README.md', '2026-07-31 14:08:28.855191')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
Traceback (most recent call last):
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
    self.dialect.do_execute(
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlite3.IntegrityError: NOT NULL constraint failed: uploaded_documents.filepath

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/api.py", line 289, in upload_document
    saved_doc = create_document(
                ^^^^^^^^^^^^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/database/crud.py", line 118, in create_document
    db.commit()
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 2035, in commit
    trans.commit(_to_root=True)
  File "<string>", line 2, in commit
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/state_changes.py", line 137, in _go
    ret_value = fn(self, *arg, **kw)
                ^^^^^^^^^^^^^^^^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 1316, in commit
    self._prepare_impl()
  File "<string>", line 2, in _prepare_impl
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/state_changes.py", line 137, in _go
    ret_value = fn(self, *arg, **kw)
                ^^^^^^^^^^^^^^^^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 1290, in _prepare_impl
    self.session.flush()
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4353, in flush
    self._flush(objects)
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4488, in _flush
    with util.safe_reraise():
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/util/langhelpers.py", line 122, in __exit__
    raise exc_value.with_traceback(exc_tb)
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/session.py", line 4449, in _flush
    flush_context.execute()
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/unitofwork.py", line 465, in execute
    rec.execute(self)
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/unitofwork.py", line 641, in execute
    util.preloaded.orm_persistence.save_obj(
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/persistence.py", line 94, in save_obj
    _emit_insert_statements(
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/orm/persistence.py", line 1234, in _emit_insert_statements
    result = connection.execute(
             ^^^^^^^^^^^^^^^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1421, in execute
    return meth(
           ^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/sql/elements.py", line 526, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1643, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1848, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1988, in _exec_single_context
    self._handle_dbapi_exception(
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 2365, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/base.py", line 1969, in _exec_single_context
    self.dialect.do_execute(
  File "/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/.venv/lib/python3.11/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
sqlalchemy.exc.IntegrityError: (sqlite3.IntegrityError) NOT NULL constraint failed: uploaded_documents.filepath
[SQL: INSERT INTO uploaded_documents (filename, title, summary, short_summary, detailed_summary, bullet_summary, mindmap_code, flowchart_code, chunk_count, file_path, created_at) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)]
[parameters: ('README.md', '**Title: Modular Multi-Agent Research Workflow System**', 'The Multi-Agent Research System is a modular workflow that leverages LangGraph, LangChain, and SQLAlchemy to conduct comprehensive market research th ... (99 characters truncated) ... based on quality checks. The system stores reports and metadata in a local SQLite database, allowing for easy querying and export to Markdown format.', 'The Multi-Agent Research System is a modular workflow that leverages LangGraph, LangChain, and SQLAlchemy to conduct comprehensive market research th ... (99 characters truncated) ... based on quality checks. The system stores reports and metadata in a local SQLite database, allowing for easy querying and export to Markdown format.', "The Multi-Agent Research System is a sophisticated modular research workflow designed to streamline the process of gathering and synthesizing informa ... (2091 characters truncated) ... intenance of the underlying dependencies and libraries will ensure that the system remains robust and capable of adapting to evolving research needs.", '- The Multi-Agent Research System employs a modular workflow using LangGraph, LangChain, and SQLAlchemy to conduct market research and synthesize fin ... (722 characters truncated) ... ith research workflows.\n- Users can initiate new research topics, review past research history, and manage their sessions through the CLI interface.', 'graph TD\n    "Multi-Agent Research System" --> "Modular Research Workflow"\n    "Modular Research Workflow" --> "LangGraph"\n    "Modular Research W ... (1466 characters truncated) ...  Entrypoint" --> "Start New Research Workflow"\n    "Start New Research Workflow" --> "View Research History"\n    "View Research History" --> "Exit"', 'graph LR\n    START["Start"] --> Split["Splitter Agent"]\n    \n    subgraph Parallel Research\n        Split --> R1["Market Analyst"]\n        Split ... (321 characters truncated) ... erations Maxed" --> End["End & Save to DB"]\n    Router -- "Score < Target & Iterations Left" --> Imp["Improve Report Agent"]\n    \n    Imp --> Qual', 4, '/Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/README.md', '2026-07-31 14:08:28.855191')]
(Background on this error at: https://sqlalche.me/e/20/gkpj)
2026-07-31 19:38:44,932 | api | INFO | Shutting down FastAPI application...
2026-07-31 19:38:46,119 | api | INFO | Compiling workflow graph...
2026-07-31 19:38:46,119 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:38:46,119 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:38:46,119 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:38:46,119 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:38:46,119 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:38:46,119 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:38:46,119 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:38:46,119 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:38:46,119 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:38:46,120 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:38:46,120 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:38:46,120 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:38:46,120 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:38:46,120 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:38:46,120 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:38:46,120 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:38:46,120 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:38:46,124 | api | INFO | Workflow graph compiled successfully.
2026-07-31 19:38:46,148 | api | INFO | Compiling workflow graph...
2026-07-31 19:38:46,148 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:38:46,148 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:38:46,148 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:38:46,148 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:38:46,148 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:38:46,149 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:38:46,149 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:38:46,149 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:38:46,149 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:38:46,149 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:38:46,149 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:38:46,149 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:38:46,149 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:38:46,149 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:38:46,149 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:38:46,149 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:38:46,149 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:38:46,152 | api | INFO | Workflow graph compiled successfully.
2026-07-31 19:38:46,154 | api | INFO | Starting up FastAPI application...
2026-07-31 19:38:46,154 | api | INFO | Initializing database tables if not existing...
2026-07-31 19:38:46,155 | api | INFO | Database tables and columns initialized successfully.
2026-07-31 19:38:51,157 | api | INFO | API: POST /upload called for filename: 'pyproject.toml'
2026-07-31 19:38:51,158 | api | INFO | Saved upload to /Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/pyproject.toml
2026-07-31 19:38:51,158 | api | WARNING | Standard load_document failed for pyproject.toml: Unsupported file type: .toml. Trying fallback loader.
2026-07-31 19:38:51,764 | api | INFO | InMemoryVectorStore indexing completed for pyproject.toml
2026-07-31 19:39:13,670 | main | INFO | Multi-agent research CLI demo initialized
2026-07-31 19:39:13,670 | main | INFO | Creating database tables if they do not exist...
2026-07-31 19:39:13,670 | main | INFO | Database tables initialized successfully
2026-07-31 19:39:13,670 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:39:13,671 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:39:13,671 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:39:13,671 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:39:13,671 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:39:13,671 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:39:13,671 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:39:13,671 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:39:13,671 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:39:13,671 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:39:23,486 | api | INFO | API: POST /upload called for filename: 'AbhishekDuggal-Resume.pdf'
2026-07-31 19:39:23,486 | api | INFO | Saved upload to /Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/AbhishekDuggal-Resume.pdf
2026-07-31 19:39:25,168 | api | INFO | InMemoryVectorStore indexing completed for AbhishekDuggal-Resume.pdf
2026-07-31 19:39:42,422 | api | INFO | API: POST /upload called for filename: 'AbhishekDuggal-Resume.pdf'
2026-07-31 19:39:42,423 | api | INFO | Saved upload to /Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/AbhishekDuggal-Resume.pdf
2026-07-31 19:39:43,293 | api | INFO | InMemoryVectorStore indexing completed for AbhishekDuggal-Resume.pdf
2026-07-31 19:41:55,857 | api | INFO | Shutting down FastAPI application...
2026-07-31 19:41:57,095 | api | INFO | Compiling workflow graph...
2026-07-31 19:41:57,095 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:41:57,095 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:41:57,095 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:41:57,095 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:41:57,095 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:41:57,095 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:41:57,095 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:41:57,095 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:41:57,096 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:41:57,096 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:41:57,096 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:41:57,096 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:41:57,096 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:41:57,096 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:41:57,096 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:41:57,096 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:41:57,096 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:41:57,100 | api | INFO | Workflow graph compiled successfully.
2026-07-31 19:41:57,125 | api | INFO | Compiling workflow graph...
2026-07-31 19:41:57,125 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:41:57,125 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:41:57,125 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:41:57,125 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:41:57,125 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:41:57,125 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:41:57,125 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:41:57,125 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:41:57,125 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:41:57,125 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:41:57,128 | api | INFO | Workflow graph compiled successfully.
2026-07-31 19:41:57,131 | api | INFO | Starting up FastAPI application...
2026-07-31 19:41:57,131 | api | INFO | Initializing database tables if not existing...
2026-07-31 19:41:57,132 | api | INFO | Database tables and columns initialized successfully.
2026-07-31 19:43:24,592 | main | INFO | Multi-agent research CLI demo initialized
2026-07-31 19:43:24,592 | main | INFO | Creating database tables if they do not exist...
2026-07-31 19:43:24,593 | main | INFO | Database tables initialized successfully
2026-07-31 19:43:24,593 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:43:24,593 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:43:24,593 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:43:24,593 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:43:24,593 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:43:24,593 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:43:24,593 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:43:24,593 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:43:24,593 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:43:24,593 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:43:33,372 | api | INFO | API: POST /upload called for filename: 'AbhishekDuggal-Resume.pdf'
2026-07-31 19:43:33,372 | api | INFO | Saved upload to /Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/AbhishekDuggal-Resume.pdf
2026-07-31 19:43:35,028 | api | INFO | InMemoryVectorStore indexing completed for AbhishekDuggal-Resume.pdf
2026-07-31 19:44:49,940 | api | INFO | Shutting down FastAPI application...
2026-07-31 19:44:50,928 | api | INFO | Compiling workflow graph...
2026-07-31 19:44:50,928 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:44:50,928 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:44:50,928 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:44:50,928 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:44:50,928 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:44:50,928 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:44:50,928 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:44:50,928 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:44:50,929 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:44:50,929 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:44:50,932 | api | INFO | Workflow graph compiled successfully.
2026-07-31 19:44:50,955 | api | INFO | Compiling workflow graph...
2026-07-31 19:44:50,955 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:44:50,956 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:44:50,956 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:44:50,956 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:44:50,956 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:44:50,956 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:44:50,956 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:44:50,956 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:44:50,956 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:44:50,956 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:44:50,959 | api | INFO | Workflow graph compiled successfully.
2026-07-31 19:44:50,961 | api | INFO | Starting up FastAPI application...
2026-07-31 19:44:50,961 | api | INFO | Initializing database tables if not existing...
2026-07-31 19:44:50,962 | api | INFO | Database tables and columns initialized successfully.
2026-07-31 19:46:00,382 | main | INFO | Multi-agent research CLI demo initialized
2026-07-31 19:46:00,382 | main | INFO | Creating database tables if they do not exist...
2026-07-31 19:46:00,383 | main | INFO | Database tables initialized successfully
2026-07-31 19:46:00,383 | graph | INFO | Initializing multi-agent research workflow graph
2026-07-31 19:46:00,383 | graph | INFO | Registering agent nodes to the workflow graph:
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'split' -> split_questions
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'research1' -> market.research1
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'research2' -> competitor.research2
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'research3' -> innovation.research3
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'synthesis' -> synthesis_analyst
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'report' -> report_writer
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'improve_report' -> improve_report
2026-07-31 19:46:00,383 | graph | INFO |   Node: 'quality' -> quality_check
2026-07-31 19:46:00,383 | graph | INFO | Registering connecting edges in the graph:
2026-07-31 19:46:00,383 | graph | INFO |   Edge: split -> research1, research2, research3 (Parallel execution)
2026-07-31 19:46:00,383 | graph | INFO |   Edge: research1, research2, research3 -> synthesis (Fan-in / Join)
2026-07-31 19:46:00,383 | graph | INFO |   Edge: synthesis -> report -> quality
2026-07-31 19:46:00,383 | graph | INFO |   Conditional Edge: quality -> review_router -> {END, improve_report}
2026-07-31 19:46:00,383 | graph | INFO |   Edge: improve_report -> quality (Review loop)
2026-07-31 19:46:00,383 | graph | INFO | Compiling workflow graph successfully
2026-07-31 19:46:19,223 | api | INFO | API: POST /upload called for filename: 'AbhishekDuggal-Resume.pdf'
2026-07-31 19:46:19,224 | api | INFO | Saved upload to /Users/abhishekduggal/Desktop/Multi-agent Research System/Backend/uploads/AbhishekDuggal-Resume.pdf
